"subject" "activity" "mode" "parameter" "measure" "axis" "value" "component" "datasource"
"2" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Y" -0.940068525531915 "Gravity" "Acc"
"2" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Z" -0.931438313191489 "Gravity" "Acc"
"2" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "X" 0.147249143238298 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Y" 0.126828014557447 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Z" -0.340122023191489 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "TIME" "" "std" "X" -0.320789230008511 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Y" -0.415739144893617 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Z" -0.279418388042553 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "X" -0.243940592553192 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Y" -0.469396701106383 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Z" -0.218266318606383 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "TIME" "Mag" "std" NA 0.215586334889362 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "TIME" "Mag" "std" NA 0.215586334889362 "Gravity" "Acc"
"2" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "std" NA 0.22961718512766 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "TIME" "Mag" "std" NA -0.274844110531915 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "std" NA -0.343187875404255 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "X" 0.0161046198595745 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Y" 0.171973972957447 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Z" -0.162032894287234 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "std" "X" 0.0499590624829787 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "std" "Y" 0.0808333491276596 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "std" "Z" -0.408227423191489 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "X" -0.379436674361702 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Y" -0.458732747446809 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Z" -0.422987665106383 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "std" NA -0.0214787881723404 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "std" NA 0.227480732542553 "Body" "Acc"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "std" NA -0.372576755361702 "Body" "Gyro"
"2" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "std" NA -0.343698985425532 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "" "mean" "X" 0.247164790395833 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "mean" "Y" -0.0214121132045833 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "mean" "Z" -0.152513899520833 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "mean" "X" 0.790717418541667 "Gravity" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "mean" "Y" -0.416214890416667 "Gravity" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "mean" "Z" -0.195888238891667 "Gravity" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "X" 0.0744507839572917 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Y" -0.00970985514333333 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Z" 0.01948143925 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "mean" "X" -0.0576912634583333 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "" "mean" "Y" -0.0320883097395833 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "" "mean" "Z" 0.0688374021666667 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "X" -0.0828858001333333 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Y" -0.0424053708458333 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Z" -0.0445157481625 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "Mag" "mean" NA -0.107322679520833 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Mag" "mean" NA -0.107322679520833 "Gravity" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "JerkMag" "mean" NA -0.321268911041667 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Mag" "mean" NA -0.219713472958333 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "JerkMag" "mean" NA -0.572816438541667 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "X" -0.266720933270833 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Y" 0.00992445881854167 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Z" -0.281001986202083 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "mean" "X" -0.258639439729167 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "mean" "Y" -0.1878421317125 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "mean" "Z" -0.522728063333333 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "X" -0.331643577458333 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Y" -0.488086123958333 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Z" -0.248601122 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Mag" "mean" NA -0.14531853915625 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "JerkMag" "mean" NA -0.189511136902083 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Mag" "mean" NA -0.450612184791667 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "JerkMag" "mean" NA -0.60079849625 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "" "std" "X" -0.304376406458333 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "std" "Y" 0.108027279889583 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "std" "Z" -0.112121021220833 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "std" "X" -0.934407739791667 "Gravity" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "std" "Y" -0.92376745375 "Gravity" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "std" "Z" -0.878004056875 "Gravity" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "X" -0.276121886479167 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "Y" -0.185648954220833 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "Z" -0.5737463525 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "" "std" "X" -0.439253058958333 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "" "std" "Y" -0.466298336666667 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "" "std" "Z" -0.163995791679167 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "X" -0.464854363125 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "Y" -0.645491337708333 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "Z" -0.467595961041667 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "Mag" "std" NA -0.205977045295833 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Mag" "std" NA -0.205977045295833 "Gravity" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "JerkMag" "std" NA -0.21738939458125 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "TIME" "Mag" "std" NA -0.377532167604167 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "TIME" "JerkMag" "std" NA -0.597291719166667 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "std" "X" -0.320582414375 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "std" "Y" 0.0848802791083333 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "std" "Z" -0.09454497643125 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "std" "X" -0.365415441458333 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "std" "Y" -0.243554146666667 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "std" "Z" -0.625090981458333 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "std" "X" -0.476358845625 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "std" "Y" -0.459758488958333 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "" "std" "Z" -0.218072471479167 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Mag" "std" NA -0.36672824375 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "JerkMag" "std" NA -0.2604238389625 "Body" "Acc"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "Mag" "std" NA -0.438620401875 "Body" "Gyro"
"2" "WALKING_UPSTAIRS" "FREQUENCY" "JerkMag" "std" NA -0.621820202916667 "Body" "Gyro"
"3" "LAYING" "TIME" "" "mean" "X" 0.275516852741935 "Body" "Acc"
"3" "LAYING" "TIME" "" "mean" "Y" -0.0189556785048387 "Body" "Acc"
"3" "LAYING" "TIME" "" "mean" "Z" -0.101300477506452 "Body" "Acc"
"3" "LAYING" "TIME" "" "mean" "X" -0.241758478064516 "Gravity" "Acc"
"3" "LAYING" "TIME" "" "mean" "Y" 0.837032099677419 "Gravity" "Acc"
"3" "LAYING" "TIME" "" "mean" "Z" 0.48870318516129 "Gravity" "Acc"
"3" "LAYING" "TIME" "Jerk" "mean" "X" 0.0769811125806452 "Body" "Acc"
"3" "LAYING" "TIME" "Jerk" "mean" "Y" 0.0138041011306452 "Body" "Acc"
"3" "LAYING" "TIME" "Jerk" "mean" "Z" -0.00435625874355645 "Body" "Acc"
"3" "LAYING" "TIME" "" "mean" "X" -0.0208170540330645 "Body" "Gyro"
"3" "LAYING" "TIME" "" "mean" "Y" -0.0718507159435484 "Body" "Gyro"
"3" "LAYING" "TIME" "" "mean" "Z" 0.137999561112903 "Body" "Gyro"
"3" "LAYING" "TIME" "Jerk" "mean" "X" -0.10004449883871 "Body" "Gyro"
"3" "LAYING" "TIME" "Jerk" "mean" "Y" -0.0389771765322581 "Body" "Gyro"
"3" "LAYING" "TIME" "Jerk" "mean" "Z" -0.06873387 "Body" "Gyro"
"3" "LAYING" "TIME" "Mag" "mean" NA -0.972791346129032 "Body" "Acc"
"3" "LAYING" "TIME" "Mag" "mean" NA -0.972791346129032 "Gravity" "Acc"
"3" "LAYING" "TIME" "JerkMag" "mean" NA -0.979484593387097 "Body" "Acc"
"3" "LAYING" "TIME" "Mag" "mean" NA -0.951564751451613 "Body" "Gyro"
"3" "LAYING" "TIME" "JerkMag" "mean" NA -0.98671362516129 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "" "mean" "X" -0.980665609032258 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "" "mean" "Y" -0.961169982903226 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "" "mean" "Z" -0.968332141612903 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "Jerk" "mean" "X" -0.980513202258064 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "Jerk" "mean" "Y" -0.968752113709677 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "Jerk" "mean" "Z" -0.979122344354839 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "" "mean" "X" -0.970167262903226 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "" "mean" "Y" -0.978099682258065 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "" "mean" "Z" -0.962341960806452 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "Mag" "mean" NA -0.96552427516129 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "JerkMag" "mean" NA -0.975949597903226 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "Mag" "mean" NA -0.96458672483871 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "JerkMag" "mean" NA -0.984278251290323 "Body" "Gyro"
"3" "LAYING" "TIME" "" "std" "X" -0.982776639193548 "Body" "Acc"
"3" "LAYING" "TIME" "" "std" "Y" -0.962057544516129 "Body" "Acc"
"3" "LAYING" "TIME" "" "std" "Z" -0.96369103483871 "Body" "Acc"
"3" "LAYING" "TIME" "" "std" "X" -0.982512193064516 "Gravity" "Acc"
"3" "LAYING" "TIME" "" "std" "Y" -0.981202749677419 "Gravity" "Acc"
"3" "LAYING" "TIME" "" "std" "Z" -0.964807543870968 "Gravity" "Acc"
"3" "LAYING" "TIME" "Jerk" "std" "X" -0.98087931483871 "Body" "Acc"
"3" "LAYING" "TIME" "Jerk" "std" "Y" -0.968710724677419 "Body" "Acc"
"3" "LAYING" "TIME" "Jerk" "std" "Z" -0.982093162903226 "Body" "Acc"
"3" "LAYING" "TIME" "" "std" "X" -0.974545752096774 "Body" "Gyro"
"3" "LAYING" "TIME" "" "std" "Y" -0.977272653709677 "Body" "Gyro"
"3" "LAYING" "TIME" "" "std" "Z" -0.963505609032258 "Body" "Gyro"
"3" "LAYING" "TIME" "Jerk" "std" "X" -0.980328645 "Body" "Gyro"
"3" "LAYING" "TIME" "Jerk" "std" "Y" -0.986762741935484 "Body" "Gyro"
"3" "LAYING" "TIME" "Jerk" "std" "Z" -0.983338279516129 "Body" "Gyro"
"3" "LAYING" "TIME" "Mag" "std" NA -0.964218176451613 "Body" "Acc"
"3" "LAYING" "TIME" "Mag" "std" NA -0.964218176451613 "Gravity" "Acc"
"3" "LAYING" "TIME" "JerkMag" "std" NA -0.976121297903226 "Body" "Acc"
"3" "LAYING" "TIME" "Mag" "std" NA -0.954275110967742 "Body" "Gyro"
"3" "LAYING" "TIME" "JerkMag" "std" NA -0.983139255645161 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "" "std" "X" -0.983691129032258 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "" "std" "Y" -0.964094604193548 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "" "std" "Z" -0.96327908016129 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "Jerk" "std" "X" -0.983122615967742 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "Jerk" "std" "Y" -0.971044012741936 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "Jerk" "std" "Z" -0.983711904677419 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "" "std" "X" -0.975986433709677 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "" "std" "Y" -0.977032495483871 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "" "std" "Z" -0.967256854193548 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "Mag" "std" NA -0.968350217419355 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "JerkMag" "std" NA -0.975305377903226 "Body" "Acc"
"3" "LAYING" "FREQUENCY" "Mag" "std" NA -0.955441855806452 "Body" "Gyro"
"3" "LAYING" "FREQUENCY" "JerkMag" "std" NA -0.982568158064516 "Body" "Gyro"
"3" "SITTING" "TIME" "" "mean" "X" 0.257197599134615 "Body" "Acc"
"3" "SITTING" "TIME" "" "mean" "Y" -0.00350299841730769 "Body" "Acc"
"3" "SITTING" "TIME" "" "mean" "Z" -0.0983579203269231 "Body" "Acc"
"3" "SITTING" "TIME" "" "mean" "X" 0.901098984615385 "Gravity" "Acc"
"3" "SITTING" "TIME" "" "mean" "Y" 0.127303379245962 "Gravity" "Acc"
"3" "SITTING" "TIME" "" "mean" "Z" 0.139020582461538 "Gravity" "Acc"
"3" "SITTING" "TIME" "Jerk" "mean" "X" 0.0726098418653846 "Body" "Acc"
"3" "SITTING" "TIME" "Jerk" "mean" "Y" 0.00272529134230769 "Body" "Acc"
"3" "SITTING" "TIME" "Jerk" "mean" "Z" -0.00423348373557692 "Body" "Acc"
"3" "SITTING" "TIME" "" "mean" "X" -0.0385365204807692 "Body" "Gyro"
"3" "SITTING" "TIME" "" "mean" "Y" -0.07524100275 "Body" "Gyro"
"3" "SITTING" "TIME" "" "mean" "Z" 0.0940113975530769 "Body" "Gyro"
"3" "SITTING" "TIME" "Jerk" "mean" "X" -0.103605889057692 "Body" "Gyro"
"3" "SITTING" "TIME" "Jerk" "mean" "Y" -0.0360909881807692 "Body" "Gyro"
"3" "SITTING" "TIME" "Jerk" "mean" "Z" -0.0590079966686538 "Body" "Gyro"
"3" "SITTING" "TIME" "Mag" "mean" NA -0.895383350192308 "Body" "Acc"
"3" "SITTING" "TIME" "Mag" "mean" NA -0.895383350192308 "Gravity" "Acc"
"3" "SITTING" "TIME" "JerkMag" "mean" NA -0.969080752884615 "Body" "Acc"
"3" "SITTING" "TIME" "Mag" "mean" NA -0.919354372307692 "Body" "Gyro"
"3" "SITTING" "TIME" "JerkMag" "mean" NA -0.977998051923077 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "" "mean" "X" -0.970154440961538 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "" "mean" "Y" -0.891907751346154 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "" "mean" "Z" -0.917987925384615 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "Jerk" "mean" "X" -0.974950363461538 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "Jerk" "mean" "Y" -0.954170151346154 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "Jerk" "mean" "Z" -0.970845669423077 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "" "mean" "X" -0.957550637692308 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "" "mean" "Y" -0.95617355 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "" "mean" "Z" -0.934967958846154 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "Mag" "mean" NA -0.904185725576923 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "JerkMag" "mean" NA -0.965888891730769 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "Mag" "mean" NA -0.946664943653846 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "JerkMag" "mean" NA -0.977898105576923 "Body" "Gyro"
"3" "SITTING" "TIME" "" "std" "X" -0.971010120961538 "Body" "Acc"
"3" "SITTING" "TIME" "" "std" "Y" -0.856617812115385 "Body" "Acc"
"3" "SITTING" "TIME" "" "std" "Z" -0.875110175384615 "Body" "Acc"
"3" "SITTING" "TIME" "" "std" "X" -0.957324457884615 "Gravity" "Acc"
"3" "SITTING" "TIME" "" "std" "Y" -0.903923008269231 "Gravity" "Acc"
"3" "SITTING" "TIME" "" "std" "Z" -0.897736318269231 "Gravity" "Acc"
"3" "SITTING" "TIME" "Jerk" "std" "X" -0.974467390384615 "Body" "Acc"
"3" "SITTING" "TIME" "Jerk" "std" "Y" -0.953631390961538 "Body" "Acc"
"3" "SITTING" "TIME" "Jerk" "std" "Z" -0.974661565961538 "Body" "Acc"
"3" "SITTING" "TIME" "" "std" "X" -0.965434768461538 "Body" "Gyro"
"3" "SITTING" "TIME" "" "std" "Y" -0.944854571346154 "Body" "Gyro"
"3" "SITTING" "TIME" "" "std" "Z" -0.926413710384615 "Body" "Gyro"
"3" "SITTING" "TIME" "Jerk" "std" "X" -0.972546905961538 "Body" "Gyro"
"3" "SITTING" "TIME" "Jerk" "std" "Y" -0.978635908653846 "Body" "Gyro"
"3" "SITTING" "TIME" "Jerk" "std" "Z" -0.973751670576923 "Body" "Gyro"
"3" "SITTING" "TIME" "Mag" "std" NA -0.8703017 "Body" "Acc"
"3" "SITTING" "TIME" "Mag" "std" NA -0.8703017 "Gravity" "Acc"
"3" "SITTING" "TIME" "JerkMag" "std" NA -0.966550084230769 "Body" "Acc"
"3" "SITTING" "TIME" "Mag" "std" NA -0.925518103807692 "Body" "Gyro"
"3" "SITTING" "TIME" "JerkMag" "std" NA -0.976772675961538 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "" "std" "X" -0.971605878461538 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "" "std" "Y" -0.8496556575 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "" "std" "Z" -0.864322464038462 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "Jerk" "std" "X" -0.976283534807692 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "Jerk" "std" "Y" -0.956461756730769 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "Jerk" "std" "Z" -0.9771595725 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "" "std" "X" -0.968013062884615 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "" "std" "Y" -0.939609988461538 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "" "std" "Z" -0.930633150769231 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "Mag" "std" NA -0.874626592115385 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "JerkMag" "std" NA -0.966568852884615 "Body" "Acc"
"3" "SITTING" "FREQUENCY" "Mag" "std" NA -0.925449629 "Body" "Gyro"
"3" "SITTING" "FREQUENCY" "JerkMag" "std" NA -0.976689802692308 "Body" "Gyro"
"3" "STANDING" "TIME" "" "mean" "X" 0.280046513278689 "Body" "Acc"
"3" "STANDING" "TIME" "" "mean" "Y" -0.0143376555065574 "Body" "Acc"
"3" "STANDING" "TIME" "" "mean" "Z" -0.101621722633148 "Body" "Acc"
"3" "STANDING" "TIME" "" "mean" "X" 0.93503077852459 "Gravity" "Acc"
"3" "STANDING" "TIME" "" "mean" "Y" -0.301735130327869 "Gravity" "Acc"
"3" "STANDING" "TIME" "" "mean" "Z" 0.024763106752459 "Gravity" "Acc"
"3" "STANDING" "TIME" "Jerk" "mean" "X" 0.0750900622277049 "Body" "Acc"
"3" "STANDING" "TIME" "Jerk" "mean" "Y" 0.00771663644590164 "Body" "Acc"
"3" "STANDING" "TIME" "Jerk" "mean" "Z" -0.00807177934114754 "Body" "Acc"
"3" "STANDING" "TIME" "" "mean" "X" -0.0246626070770492 "Body" "Gyro"
"3" "STANDING" "TIME" "" "mean" "Y" -0.0585101918262295 "Body" "Gyro"
"3" "STANDING" "TIME" "" "mean" "Z" 0.0665262054098361 "Body" "Gyro"
"3" "STANDING" "TIME" "Jerk" "mean" "X" -0.0994602620655738 "Body" "Gyro"
"3" "STANDING" "TIME" "Jerk" "mean" "Y" -0.0472415819016393 "Body" "Gyro"
"3" "STANDING" "TIME" "Jerk" "mean" "Z" -0.0416832156688525 "Body" "Gyro"
"3" "STANDING" "TIME" "Mag" "mean" NA -0.925430819016393 "Body" "Acc"
"3" "STANDING" "TIME" "Mag" "mean" NA -0.925430819016393 "Gravity" "Acc"
"3" "STANDING" "TIME" "JerkMag" "mean" NA -0.959303840327869 "Body" "Acc"
"3" "STANDING" "TIME" "Mag" "mean" NA -0.892089349344262 "Body" "Gyro"
"3" "STANDING" "TIME" "JerkMag" "mean" NA -0.962339339672131 "Body" "Gyro"
"3" "STANDING" "FREQUENCY" "" "mean" "X" -0.960123409508197 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "" "mean" "Y" -0.908075353770492 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "" "mean" "Z" -0.939507735245902 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "Jerk" "mean" "X" -0.957666856721311 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "Jerk" "mean" "Y" -0.943497973606557 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "Jerk" "mean" "Z" -0.969174903442623 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "" "mean" "X" -0.901282267540984 "Body" "Gyro"
"3" "STANDING" "FREQUENCY" "" "mean" "Y" -0.937711157213115 "Body" "Gyro"
"3" "STANDING" "FREQUENCY" "" "mean" "Z" -0.916172537704918 "Body" "Gyro"
"3" "STANDING" "FREQUENCY" "Mag" "mean" NA -0.926968932295082 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "JerkMag" "mean" NA -0.948627467704918 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "Mag" "mean" NA -0.913682362622951 "Body" "Gyro"
"3" "STANDING" "FREQUENCY" "JerkMag" "mean" NA -0.960331717868852 "Body" "Gyro"
"3" "STANDING" "TIME" "" "std" "X" -0.96674254295082 "Body" "Acc"
"3" "STANDING" "TIME" "" "std" "Y" -0.893449307213115 "Body" "Acc"
"3" "STANDING" "TIME" "" "std" "Z" -0.911419015081967 "Body" "Acc"
"3" "STANDING" "TIME" "" "std" "X" -0.982020428032787 "Gravity" "Acc"
"3" "STANDING" "TIME" "" "std" "Y" -0.957425321803279 "Gravity" "Acc"
"3" "STANDING" "TIME" "" "std" "Z" -0.928161577377049 "Gravity" "Acc"
"3" "STANDING" "TIME" "Jerk" "std" "X" -0.957086489344262 "Body" "Acc"
"3" "STANDING" "TIME" "Jerk" "std" "Y" -0.941686785737705 "Body" "Acc"
"3" "STANDING" "TIME" "Jerk" "std" "Z" -0.973059634918033 "Body" "Acc"
"3" "STANDING" "TIME" "" "std" "X" -0.900462227540984 "Body" "Gyro"
"3" "STANDING" "TIME" "" "std" "Y" -0.927788618196721 "Body" "Gyro"
"3" "STANDING" "TIME" "" "std" "Z" -0.91236408147541 "Body" "Gyro"
"3" "STANDING" "TIME" "Jerk" "std" "X" -0.940937642459016 "Body" "Gyro"
"3" "STANDING" "TIME" "Jerk" "std" "Y" -0.968433747868853 "Body" "Gyro"
"3" "STANDING" "TIME" "Jerk" "std" "Z" -0.958293011803279 "Body" "Gyro"
"3" "STANDING" "TIME" "Mag" "std" NA -0.915143303606557 "Body" "Acc"
"3" "STANDING" "TIME" "Mag" "std" NA -0.915143303606557 "Gravity" "Acc"
"3" "STANDING" "TIME" "JerkMag" "std" NA -0.948770043278689 "Body" "Acc"
"3" "STANDING" "TIME" "Mag" "std" NA -0.88212522147541 "Body" "Gyro"
"3" "STANDING" "TIME" "JerkMag" "std" NA -0.957679766885246 "Body" "Gyro"
"3" "STANDING" "FREQUENCY" "" "std" "X" -0.969931287377049 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "" "std" "Y" -0.89243434852459 "Body" "Acc"
"3" "STANDING" "FREQUENCY" "" "std" "Z" -0.904801254590164 "Body" "Acc"
